"gene_id","log2FoldChange","baseMean","pvalue","padj","FDR"
"GENE_0001",2.05643767072,8924098.27902368,0.0103540786734454,0.0321555238305758,0.0321555238305758
"GENE_0002",-0.847047257094133,1774.89063540721,0.558587006313342,0.577052692472461,0.577052692472461
"GENE_0003",4.32561492084618,720714.577360435,0.00893740442876664,0.0293743283884473,0.0293743283884473
"GENE_0004",0.949293907441561,2402.02543578914,0.298395542442949,0.397899122325274,0.397899122325274
"GENE_0005",0.606402484711499,6.4783894043295,0.178171950584975,0.313683011593266,0.313683011593266
"GENE_0006",-0.159186774137226,1,0.195456381624279,0.326902064956558,0.326902064956558
"GENE_0007",2.26728299615841,9430.29604514437,0.0067189054039643,0.0267685474261526,0.0267685474261526
"GENE_0008",-0.141988557619646,31.7048135003738,0.30798354342367,0.404177878508754,0.404177878508754
"GENE_0009",3.02763557081556,1156.00197353133,0.00448730536402249,0.024828747362038,0.024828747362038
"GENE_0010",-0.0940711485786315,462983.538735322,0.299891396269662,0.397899122325274,0.397899122325274
"GENE_0011",1.95730448133523,3317.21802066732,0.00995947227695111,0.0315173173321238,0.0315173173321238
"GENE_0012",0.0145138311722972,370.982847865559,0.449231675660957,0.495294019471838,0.495294019471838
"GENE_0013",-2.08329105166851,1.29758262576731,0.0104348418024261,0.0322063018593398,0.0322063018593398
"GENE_0014",-0.418183150226057,62.9544357809891,0.43810095601464,0.487189298458354,0.487189298458354
"GENE_0015",-0.199982004590487,136.953471081609,0.00696069289030113,0.027296834863926,0.027296834863926
"GENE_0016",0.953925597105111,10624.5024011596,0.664987483943262,0.668329129591218,0.668329129591218
"GENE_0017",-0.426379382124109,5311.11886757658,0.240568897262443,0.359594764218898,0.359594764218898
"GENE_0018",-3.98468313135716,1049.40979392277,0.00280899731019721,0.0244242415940399,0.0244242415940399
"GENE_0019",-3.66070039286328,1863.65535667392,0.00508379245567063,0.0250901770467255,0.0250901770467255
"GENE_0020",1.98017001859529,369.670783131095,0.00889887517019186,0.0293692249841316,0.0293692249841316
"GENE_0021",-0.459957891117712,1110.04563738962,0.28725964563493,0.389768854321478,0.389768854321478
"GENE_0022",-2.67196265097,2555.70759029688,0.00203987423012899,0.0244242415940399,0.0244242415940399
"GENE_0023",-0.257876033639432,4717.77952379611,0.0576970970838523,0.140041497776341,0.140041497776341
"GENE_0024",1.8220120487589,551367.911757705,0.0117784367449931,0.034339465728843,0.034339465728843
"GENE_0025",2.84279019189745,21.4765458584845,0.0054839945993096,0.0250901770467255,0.0250901770467255
"GENE_0026",1.26493073925963,163008.836419869,0.240187152251381,0.359561605166739,0.359561605166739
"GENE_0027",-0.385904074153394,10168.7762226688,0.209777812289361,0.337922710376353,0.337922710376353
"GENE_0028",-2.64474462779217,4.80847302924319,0.00916823329170689,0.0297306963685512,0.0297306963685512
"GENE_0029",0.690146032246907,384.086601976362,0.492585066064834,0.527393004352071,0.527393004352071
"GENE_0030",-0.959992313940179,113.758933548771,0.187604530969435,0.32118232301975,0.32118232301975
"GENE_0031",0.683175184861829,39.8565150615306,0.144729262583327,0.278325504967937,0.278325504967937
"GENE_0032",1.05725600584323,4.93367200313892,0.169635224918122,0.30620076700022,0.30620076700022
"GENE_0033",1.55265528295488,181.487586648028,0.00137970403401747,0.0239053627346059,0.0239053627346059
"GENE_0034",-0.913389563110817,222.310500842322,0.220963754509535,0.346530560890894,0.346530560890894
"GENE_0035",0.757432684946955,327.101838849222,0.115945098622153,0.24317726455742,0.24317726455742
"GENE_0036",-2.57551301861001,1,0.000993628434501101,0.0231808420059493,0.0231808420059493
"GENE_0037",-1.17668851256924,4594.66479326136,0.631646632724363,0.639318454174457,0.639318454174457
"GENE_0038",-1.27636139126478,13168.2138209171,0.178067835593522,0.313683011593266,0.313683011593266
"GENE_0039",-3.62131147491995,15292.0007531674,0.0111204533109512,0.0329007494406841,0.0329007494406841
"GENE_0040",0.0541839103383834,14325.5320477302,0.184474751157253,0.318285927853766,0.318285927853766
"GENE_0041",0.308997900300381,1998.75460225703,0.0209386498838489,0.0568985051191546,0.0568985051191546
"GENE_0042",-0.390606493556299,159413.481825371,0.130505803809632,0.262059847007293,0.262059847007293
"GENE_0043",1.13724485354928,48.4525651394435,0.147018179514542,0.281644022058509,0.281644022058509
"GENE_0044",-1.09005724061486,14.4574919586506,0.192223617007794,0.324702055756408,0.324702055756408
"GENE_0045",-2.05242156662894,3211.86202022268,0.00872408621473511,0.0291775458686793,0.0291775458686793
"GENE_0046",0.649227038833076,4583.91051433454,0.474573739036816,0.513613255031643,0.513613255031643
"GENE_0047",-1.21708976428001,75.8971245385465,0.390236634589952,0.454821252435842,0.454821252435842
"GENE_0048",2.16615189258188,1134.77348783634,0.0042275464215406,0.024828747362038,0.024828747362038
"GENE_0049",-0.647169303920018,3054.67096074911,0.334435890932757,0.419134550952416,0.419134550952416
"GENE_0050",0.98347182510331,3711.19734317939,0.0120108298577998,0.0345138789017236,0.0345138789017236
"GENE_0051",0.48288789780592,20645.9439365826,0.251870572214577,0.367694266006682,0.367694266006682
"GENE_0052",-1.17575841132056,25123.6064266837,0.21962866192378,0.345671661629053,0.345671661629053
"GENE_0053",2.36359127968797,1,0.0050016361298611,0.0250901770467255,0.0250901770467255
"GENE_0054",0.964348958575975,390832.827992509,0.544839550402636,0.56686542507629,0.56686542507629
"GENE_0055",0.134640969899408,4830.63217177639,0.201832540747453,0.334378703777696,0.334378703777696
"GENE_0056",0.414826120937195,139.463153584105,0.230443322366911,0.353319560584458,0.353319560584458
"GENE_0057",0.772749324603781,21.284497266762,0.246865721199207,0.365185978105336,0.365185978105336
"GENE_0058",0.134749329868623,22782.2387259877,0.615563966012554,0.62557313619162,0.62557313619162
"GENE_0059",-4.4896351247294,3105.58931071138,0.00370951053065455,0.0244305766568571,0.0244305766568571
"GENE_0060",0.427324430295989,41412.8329057816,0.17468234001284,0.31137672016549,0.31137672016549
"GENE_0061",-0.550851964111463,811.94510787345,0.180591240100203,0.315718951224131,0.315718951224131
"GENE_0062",0.277845847298414,431.242799865077,0.0378057088296565,0.0966897924032135,0.0966897924032135
"GENE_0063",0.87273559104826,2302151.18589138,0.451493529715741,0.496146735951363,0.496146735951363
"GENE_0064",2.09960524093902,1,0.00417136499586132,0.024828747362038,0.024828747362038
"GENE_0065",-1.0909380892117,3858.0841648072,0.33614435146862,0.419134550952416,0.419134550952416
"GENE_0066",1.95381394806622,3777.63518121634,0.0117376637986429,0.0343206543819967,0.0343206543819967
"GENE_0067",0.503772179628112,4550.33529655883,0.184597063020735,0.318285927853766,0.318285927853766
"GENE_0068",1.55775914804643,6874.02889035799,0.00264763424166729,0.0244242415940399,0.0244242415940399
"GENE_0069",1.38109285243597,384.937680903911,0.307561545702597,0.404154462158472,0.404154462158472
"GENE_0070",1.08131724430029,56160.6490720619,0.512491463449828,0.540317249628521,0.540317249628521
"GENE_0071",-1.56467840785178,1,0.00382630960983452,0.0246858684505453,0.0246858684505453
"GENE_0072",-0.13527957991606,61.8942936174261,0.387769969217476,0.453131126237932,0.453131126237932
"GENE_0073",0.935277242999315,662.648431112867,0.177405351730684,0.313683011593266,0.313683011593266
"GENE_0074",-3.07942162873088,1757.21277203397,0.000958303159032456,0.0231808420059493,0.0231808420059493
"GENE_0075",-0.814243221860785,4071.17022531109,0.308907698910286,0.404725736908352,0.404725736908352
"GENE_0076",1.27879588360857,9099.34210711771,0.193514745096261,0.326331779251705,0.326331779251705
"GENE_0077",1.15226810675189,5.46038850771131,0.565928428707865,0.582230893732372,0.582230893732372
"GENE_0078",0.695651382810251,1026.84739714834,0.163550107635225,0.300091940615092,0.300091940615092
"GENE_0079",-1.32866444611452,6112.96674217217,0.258867013236638,0.371297505695229,0.371297505695229
"GENE_0080",-1.64967134797178,97612.1339815772,0.00523970655259297,0.0250901770467255,0.0250901770467255
"GENE_0081",2.26906051470739,675.535845046417,0.00706214591459196,0.0274495910133078,0.0274495910133078
